, where, what, value
228, GPU[2].SA[12].CU[2], inst_count, 44426.000000000000
229, GPU[2].SA[12].CU[3], inst_count, 52540.000000000000
230, GPU[2].SA[13].CU[0], inst_count, 45687.000000000000
231, GPU[2].SA[13].CU[1], inst_count, 41086.000000000000
232, GPU[2].SA[13].CU[2], inst_count, 43640.000000000000
233, GPU[2].SA[13].CU[3], inst_count, 52084.000000000000
234, GPU[2].SA[14].CU[0], inst_count, 58595.000000000000
235, GPU[2].SA[14].CU[1], inst_count, 46395.000000000000
236, GPU[2].SA[14].CU[2], inst_count, 46313.000000000000
237, GPU[2].SA[14].CU[3], inst_count, 54616.000000000000
238, GPU[2].SA[15].CU[0], inst_count, 46498.000000000000
239, GPU[2].SA[15].CU[1], inst_count, 48080.000000000000
240, GPU[2].SA[15].CU[2], inst_count, 35859.000000000000
241, GPU[2].SA[15].CU[3], inst_count, 45385.000000000000
242, GPU[3].SA[0].CU[0], inst_count, 49495.000000000000
243, GPU[3].SA[0].CU[1], inst_count, 49547.000000000000
244, GPU[3].SA[0].CU[2], inst_count, 45964.000000000000
245, GPU[3].SA[0].CU[3], inst_count, 38564.000000000000
246, GPU[3].SA[1].CU[0], inst_count, 50567.000000000000
247, GPU[3].SA[1].CU[1], inst_count, 47815.000000000000
248, GPU[3].SA[1].CU[2], inst_count, 50580.000000000000
249, GPU[3].SA[1].CU[3], inst_count, 44728.000000000000
250, GPU[3].SA[2].CU[0], inst_count, 48873.000000000000
251, GPU[3].SA[2].CU[1], inst_count, 45142.000000000000
252, GPU[3].SA[2].CU[2], inst_count, 49750.000000000000
253, GPU[3].SA[2].CU[3], inst_count, 37719.000000000000
254, GPU[3].SA[3].CU[0], inst_count, 50278.000000000000
255, GPU[3].SA[3].CU[1], inst_count, 56424.000000000000
256, GPU[3].SA[3].CU[2], inst_count, 45533.000000000000
257, GPU[3].SA[3].CU[3], inst_count, 45223.000000000000
258, GPU[3].SA[4].CU[0], inst_count, 60481.000000000000
259, GPU[3].SA[4].CU[1], inst_count, 49608.000000000000
260, GPU[3].SA[4].CU[2], inst_count, 52013.000000000000
261, GPU[3].SA[4].CU[3], inst_count, 43058.000000000000
262, GPU[3].SA[5].CU[0], inst_count, 49113.000000000000
263, GPU[3].SA[5].CU[1], inst_count, 46207.000000000000
264, GPU[3].SA[5].CU[2], inst_count, 49972.000000000000
265, GPU[3].SA[5].CU[3], inst_count, 46145.000000000000
266, GPU[3].SA[6].CU[0], inst_count, 50379.000000000000
267, GPU[3].SA[6].CU[1], inst_count, 45463.000000000000
268, GPU[3].SA[6].CU[2], inst_count, 48338.000000000000
269, GPU[3].SA[6].CU[3], inst_count, 55287.000000000000
270, GPU[3].SA[7].CU[0], inst_count, 54324.000000000000
271, GPU[3].SA[7].CU[1], inst_count, 53784.000000000000
272, GPU[3].SA[7].CU[2], inst_count, 46552.000000000000
273, GPU[3].SA[7].CU[3], inst_count, 47346.000000000000
274, GPU[3].SA[8].CU[0], inst_count, 57461.000000000000
275, GPU[3].SA[8].CU[1], inst_count, 51356.000000000000
276, GPU[3].SA[8].CU[2], inst_count, 50312.000000000000
277, GPU[3].SA[8].CU[3], inst_count, 46587.000000000000
278, GPU[3].SA[9].CU[0], inst_count, 61450.000000000000
279, GPU[3].SA[9].CU[1], inst_count, 50012.000000000000
280, GPU[3].SA[9].CU[2], inst_count, 39310.000000000000
281, GPU[3].SA[9].CU[3], inst_count, 46576.000000000000
282, GPU[3].SA[10].CU[0], inst_count, 55656.000000000000
283, GPU[3].SA[10].CU[1], inst_count, 54773.000000000000
284, GPU[3].SA[10].CU[2], inst_count, 44797.000000000000
285, GPU[3].SA[10].CU[3], inst_count, 44148.000000000000
286, GPU[3].SA[11].CU[0], inst_count, 54770.000000000000
287, GPU[3].SA[11].CU[1], inst_count, 48691.000000000000
288, GPU[3].SA[11].CU[2], inst_count, 49325.000000000000
289, GPU[3].SA[11].CU[3], inst_count, 46010.000000000000
290, GPU[3].SA[12].CU[0], inst_count, 55623.000000000000
291, GPU[3].SA[12].CU[1], inst_count, 48989.000000000000
292, GPU[3].SA[12].CU[2], inst_count, 47582.000000000000
293, GPU[3].SA[12].CU[3], inst_count, 46669.000000000000
294, GPU[3].SA[13].CU[0], inst_count, 49629.000000000000
295, GPU[3].SA[13].CU[1], inst_count, 48990.000000000000
296, GPU[3].SA[13].CU[2], inst_count, 39184.000000000000
297, GPU[3].SA[13].CU[3], inst_count, 43503.000000000000
298, GPU[3].SA[14].CU[0], inst_count, 50719.000000000000
299, GPU[3].SA[14].CU[1], inst_count, 51720.000000000000
300, GPU[3].SA[14].CU[2], inst_count, 48070.000000000000
301, GPU[3].SA[14].CU[3], inst_count, 39088.000000000000
302, GPU[3].SA[15].CU[0], inst_count, 50482.000000000000
303, GPU[3].SA[15].CU[1], inst_count, 47257.000000000000
304, GPU[3].SA[15].CU[2], inst_count, 38351.000000000000
305, GPU[3].SA[15].CU[3], inst_count, 46090.000000000000
306, GPU[4].SA[0].CU[0], inst_count, 0.000000000000
307, GPU[4].SA[0].CU[1], inst_count, 0.000000000000
308, GPU[4].SA[0].CU[2], inst_count, 0.000000000000
309, GPU[4].SA[0].CU[3], inst_count, 0.000000000000
310, GPU[4].SA[1].CU[0], inst_count, 0.000000000000
311, GPU[4].SA[1].CU[1], inst_count, 0.000000000000
312, GPU[4].SA[1].CU[2], inst_count, 0.000000000000
313, GPU[4].SA[1].CU[3], inst_count, 0.000000000000
314, GPU[4].SA[2].CU[0], inst_count, 0.000000000000
315, GPU[4].SA[2].CU[1], inst_count, 0.000000000000
316, GPU[4].SA[2].CU[2], inst_count, 0.000000000000
317, GPU[4].SA[2].CU[3], inst_count, 0.000000000000
318, GPU[4].SA[3].CU[0], inst_count, 0.000000000000
319, GPU[4].SA[3].CU[1], inst_count, 0.000000000000
320, GPU[4].SA[3].CU[2], inst_count, 0.000000000000
321, GPU[4].SA[3].CU[3], inst_count, 0.000000000000
322, GPU[4].SA[4].CU[0], inst_count, 0.000000000000
323, GPU[4].SA[4].CU[1], inst_count, 0.000000000000
324, GPU[4].SA[4].CU[2], inst_count, 0.000000000000
